datum,Total sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Day,Weekday Number
2014-06-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Thursday,19,4
2014-06-19 07:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,6,7,Thursday,19,4
2014-06-19 08:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,8,Thursday,19,4
2014-06-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,9,Thursday,19,4
2014-06-19 10:00:00,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2014,6,10,Thursday,19,4
2014-06-19 11:00:00,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,6,11,Thursday,19,4
2014-06-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,12,Thursday,19,4
2014-06-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,13,Thursday,19,4
2014-06-19 14:00:00,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,14,Thursday,19,4
2014-06-19 15:00:00,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,6,15,Thursday,19,4
2014-06-19 16:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,6,16,Thursday,19,4
2014-06-19 17:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,17,Thursday,19,4
2014-06-19 18:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,18,Thursday,19,4
2014-06-19 19:00:00,4.33,0.0,0.33,0.0,2.0,2.0,0.0,0.0,0.0,2014,6,19,Thursday,19,4
2014-06-19 20:00:00,7.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2014,6,20,Thursday,19,4
2014-06-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,21,Thursday,19,4
2014-06-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Thursday,19,4
2014-06-19 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Thursday,19,4
2014-06-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Friday,20,5
2014-06-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Friday,20,5
2014-06-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Friday,20,5
2014-06-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Friday,20,5
2014-06-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Friday,20,5
2014-06-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Friday,20,5
2014-06-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Friday,20,5
2014-06-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Friday,20,5
2014-06-20 08:00:00,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,8,Friday,20,5
2014-06-20 09:00:00,1.34,0.0,0.34,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,9,Friday,20,5
2014-06-20 10:00:00,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2014,6,10,Friday,20,5
2014-06-20 11:00:00,3.34,0.34,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,6,11,Friday,20,5
2014-06-20 12:00:00,6.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2014,6,12,Friday,20,5
2014-06-20 13:00:00,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2014,6,13,Friday,20,5
2014-06-20 14:00:00,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2014,6,14,Friday,20,5
2014-06-20 15:00:00,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,6,15,Friday,20,5
2014-06-20 16:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,6,16,Friday,20,5
2014-06-20 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,17,Friday,20,5
2014-06-20 18:00:00,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2014,6,18,Friday,20,5
2014-06-20 19:00:00,8.68,4.0,1.68,0.0,2.0,1.0,0.0,0.0,0.0,2014,6,19,Friday,20,5
2014-06-20 20:00:00,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,2014,6,20,Friday,20,5
2014-06-20 21:00:00,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,6,21,Friday,20,5
2014-06-20 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Friday,20,5
2014-06-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Friday,20,5
2014-06-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Saturday,21,6
2014-06-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Saturday,21,6
2014-06-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Saturday,21,6
2014-06-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Saturday,21,6
2014-06-21 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Saturday,21,6
2014-06-21 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Saturday,21,6
2014-06-21 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Saturday,21,6
2014-06-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Saturday,21,6
2014-06-21 08:00:00,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2014,6,8,Saturday,21,6
2014-06-21 09:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,6,9,Saturday,21,6
2014-06-21 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,10,Saturday,21,6
2014-06-21 11:00:00,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,11,Saturday,21,6
2014-06-21 12:00:00,6.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2014,6,12,Saturday,21,6
2014-06-21 13:00:00,6.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2014,6,13,Saturday,21,6
2014-06-21 14:00:00,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,14,Saturday,21,6
2014-06-21 15:00:00,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2014,6,15,Saturday,21,6
2014-06-21 16:00:00,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,16,Saturday,21,6
2014-06-21 17:00:00,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,17,Saturday,21,6
2014-06-21 18:00:00,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,18,Saturday,21,6
2014-06-21 19:00:00,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2014,6,19,Saturday,21,6
2014-06-21 20:00:00,8.34,0.0,1.34,0.0,6.0,1.0,0.0,0.0,0.0,2014,6,20,Saturday,21,6
2014-06-21 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,21,Saturday,21,6
2014-06-21 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Saturday,21,6
2014-06-21 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Saturday,21,6
2014-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Sunday,22,7
2014-06-22 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Sunday,22,7
2014-06-22 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Sunday,22,7
2014-06-22 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Sunday,22,7
2014-06-22 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Sunday,22,7
2014-06-22 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Sunday,22,7
2014-06-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Sunday,22,7
2014-06-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Sunday,22,7
2014-06-22 08:00:00,9.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2014,6,8,Sunday,22,7
2014-06-22 09:00:00,4.34,0.0,0.34,1.0,1.0,0.0,0.0,1.0,1.0,2014,6,9,Sunday,22,7
2014-06-22 10:00:00,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2014,6,10,Sunday,22,7
2014-06-22 11:00:00,10.68,1.0,0.68,1.0,4.0,3.0,0.0,0.0,1.0,2014,6,11,Sunday,22,7
2014-06-22 12:00:00,7.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2014,6,12,Sunday,22,7
2014-06-22 13:00:00,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2014,6,13,Sunday,22,7
2014-06-22 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,14,Sunday,22,7
2014-06-22 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,15,Sunday,22,7
2014-06-22 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,16,Sunday,22,7
2014-06-22 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,17,Sunday,22,7
2014-06-22 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,18,Sunday,22,7
2014-06-22 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,19,Sunday,22,7
2014-06-22 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,20,Sunday,22,7
2014-06-22 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,21,Sunday,22,7
2014-06-22 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Sunday,22,7
2014-06-22 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Sunday,22,7
2014-06-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Monday,23,1
2014-06-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Monday,23,1
2014-06-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Monday,23,1
2014-06-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Monday,23,1
2014-06-23 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Monday,23,1
2014-06-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Monday,23,1
2014-06-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Monday,23,1
2014-06-23 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Monday,23,1
2014-06-23 08:00:00,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,6,8,Monday,23,1
2014-06-23 09:00:00,1.34,0.0,0.34,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,9,Monday,23,1
2014-06-23 10:00:00,7.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2014,6,10,Monday,23,1
2014-06-23 11:00:00,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2014,6,11,Monday,23,1
2014-06-23 12:00:00,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2014,6,12,Monday,23,1
2014-06-23 13:00:00,3.2,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,2014,6,13,Monday,23,1
2014-06-23 14:00:00,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,6,14,Monday,23,1
2014-06-23 15:00:00,6.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2014,6,15,Monday,23,1
2014-06-23 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,16,Monday,23,1
2014-06-23 17:00:00,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,17,Monday,23,1
2014-06-23 18:00:00,3.34,2.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,18,Monday,23,1
2014-06-23 19:00:00,9.34,0.34,2.0,0.0,6.0,1.0,0.0,0.0,0.0,2014,6,19,Monday,23,1
2014-06-23 20:00:00,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2014,6,20,Monday,23,1
2014-06-23 21:00:00,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,21,Monday,23,1
2014-06-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Monday,23,1
2014-06-23 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Monday,23,1
2014-06-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Tuesday,24,2
2014-06-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Tuesday,24,2
2014-06-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Tuesday,24,2
2014-06-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Tuesday,24,2
2014-06-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Tuesday,24,2
2014-06-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Tuesday,24,2
2014-06-24 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Tuesday,24,2
2014-06-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Tuesday,24,2
2014-06-24 08:00:00,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2014,6,8,Tuesday,24,2
2014-06-24 09:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,6,9,Tuesday,24,2
2014-06-24 10:00:00,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,6,10,Tuesday,24,2
2014-06-24 11:00:00,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2014,6,11,Tuesday,24,2
2014-06-24 12:00:00,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,6,12,Tuesday,24,2
2014-06-24 13:00:00,7.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2014,6,13,Tuesday,24,2
2014-06-24 14:00:00,3.2,0.0,0.0,0.0,1.2,1.0,0.0,0.0,1.0,2014,6,14,Tuesday,24,2
2014-06-24 15:00:00,7.140000000000001,0.0,0.14,0.0,1.0,6.0,0.0,0.0,0.0,2014,6,15,Tuesday,24,2
2014-06-24 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,16,Tuesday,24,2
2014-06-24 17:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,6,17,Tuesday,24,2
2014-06-24 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,18,Tuesday,24,2
2014-06-24 19:00:00,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2014,6,19,Tuesday,24,2
2014-06-24 20:00:00,12.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,2.0,2014,6,20,Tuesday,24,2
2014-06-24 21:00:00,7.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2014,6,21,Tuesday,24,2
2014-06-24 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Tuesday,24,2
2014-06-24 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Tuesday,24,2
2014-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Wednesday,25,3
2014-06-25 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Wednesday,25,3
2014-06-25 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Wednesday,25,3
2014-06-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Wednesday,25,3
2014-06-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Wednesday,25,3
2014-06-25 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Wednesday,25,3
2014-06-25 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Wednesday,25,3
2014-06-25 07:00:00,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,7,Wednesday,25,3
2014-06-25 08:00:00,8.8,0.0,0.0,2.0,3.8,3.0,0.0,0.0,0.0,2014,6,8,Wednesday,25,3
2014-06-25 09:00:00,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2014,6,9,Wednesday,25,3
2014-06-25 10:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,10,Wednesday,25,3
2014-06-25 11:00:00,9.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2014,6,11,Wednesday,25,3
2014-06-25 12:00:00,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,6,12,Wednesday,25,3
2014-06-25 13:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,13,Wednesday,25,3
2014-06-25 14:00:00,7.34,2.0,1.34,0.0,1.0,3.0,0.0,0.0,0.0,2014,6,14,Wednesday,25,3
2014-06-25 15:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,15,Wednesday,25,3
2014-06-25 16:00:00,11.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,2014,6,16,Wednesday,25,3
2014-06-25 17:00:00,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2014,6,17,Wednesday,25,3
2014-06-25 18:00:00,7.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2014,6,18,Wednesday,25,3
2014-06-25 19:00:00,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2014,6,19,Wednesday,25,3
2014-06-25 20:00:00,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,6,20,Wednesday,25,3
2014-06-25 21:00:00,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,21,Wednesday,25,3
2014-06-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Wednesday,25,3
2014-06-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Wednesday,25,3
2014-06-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Thursday,26,4
2014-06-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Thursday,26,4
2014-06-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Thursday,26,4
2014-06-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Thursday,26,4
2014-06-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Thursday,26,4
2014-06-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Thursday,26,4
2014-06-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Thursday,26,4
2014-06-26 07:00:00,6.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2014,6,7,Thursday,26,4
2014-06-26 08:00:00,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2014,6,8,Thursday,26,4
2014-06-26 09:00:00,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2014,6,9,Thursday,26,4
2014-06-26 10:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,6,10,Thursday,26,4
2014-06-26 11:00:00,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2014,6,11,Thursday,26,4
2014-06-26 12:00:00,4.3,0.0,0.0,1.3,1.0,2.0,0.0,0.0,0.0,2014,6,12,Thursday,26,4
2014-06-26 13:00:00,5.3,0.0,0.0,0.0,3.3,2.0,0.0,0.0,0.0,2014,6,13,Thursday,26,4
2014-06-26 14:00:00,6.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,6,14,Thursday,26,4
2014-06-26 15:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,15,Thursday,26,4
2014-06-26 16:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,16,Thursday,26,4
2014-06-26 17:00:00,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2014,6,17,Thursday,26,4
2014-06-26 18:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,18,Thursday,26,4
2014-06-26 19:00:00,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2014,6,19,Thursday,26,4
2014-06-26 20:00:00,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2014,6,20,Thursday,26,4
2014-06-26 21:00:00,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2014,6,21,Thursday,26,4
2014-06-26 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Thursday,26,4
2014-06-26 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Thursday,26,4
2014-06-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Friday,27,5
2014-06-27 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Friday,27,5
2014-06-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Friday,27,5
2014-06-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Friday,27,5
2014-06-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,4,Friday,27,5
2014-06-27 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,5,Friday,27,5
2014-06-27 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,6,Friday,27,5
2014-06-27 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,7,Friday,27,5
2014-06-27 08:00:00,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2014,6,8,Friday,27,5
2014-06-27 09:00:00,14.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,2014,6,9,Friday,27,5
2014-06-27 10:00:00,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2014,6,10,Friday,27,5
2014-06-27 11:00:00,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2014,6,11,Friday,27,5
2014-06-27 12:00:00,9.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2014,6,12,Friday,27,5
2014-06-27 13:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,6,13,Friday,27,5
2014-06-27 14:00:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,14,Friday,27,5
2014-06-27 15:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,6,15,Friday,27,5
2014-06-27 16:00:00,5.34,0.34,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2014,6,16,Friday,27,5
2014-06-27 17:00:00,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2014,6,17,Friday,27,5
2014-06-27 18:00:00,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2014,6,18,Friday,27,5
2014-06-27 19:00:00,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,6,19,Friday,27,5
2014-06-27 20:00:00,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2014,6,20,Friday,27,5
2014-06-27 21:00:00,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,6,21,Friday,27,5
2014-06-27 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,22,Friday,27,5
2014-06-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,23,Friday,27,5
2014-06-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,0,Saturday,28,6
2014-06-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,1,Saturday,28,6
2014-06-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,2,Saturday,28,6
2014-06-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6,3,Saturday,28,6
